INDEX,PROVIDER_NAME,MONTH,BILLING_COMPL_PCT,NOTE_COMPL_PCT,DOCUMENTATION_COMPL_PCT
1131,Teri Garrison,December,0.820,0.850,0.835
11,Terri Kennedy,January,0.830,0.840,0.835
111,Terri Kennedy,February,0.900,0.880,0.89
211,Terri Kennedy,March,0.790,0.790,0.79
311,Terri Kennedy,April,0.780,0.850,0.815
411,Terri Kennedy,May,0.850,0.750,0.8
511,Terri Kennedy,June,0.770,0.890,0.83
611,Terri Kennedy,July,0.910,0.770,0.84
711,Terri Kennedy,August,0.950,0.810,0.88
811,Terri Kennedy,September,0.820,0.750,0.785
911,Terri Kennedy,October,0.890,0.800,0.845
1011,Terri Kennedy,November,0.900,0.750,0.825
1111,Terri Kennedy,December,0.880,0.760,0.82
8,Toni Hicks,January,0.850,0.880,0.865
108,Toni Hicks,February,0.810,0.850,0.83
208,Toni Hicks,March,1.000,0.800,0.9
308,Toni Hicks,April,0.870,0.810,0.84
408,Toni Hicks,May,0.790,0.870,0.83
508,Toni Hicks,June,0.830,0.780,0.805
608,Toni Hicks,July,0.960,0.870,0.915
708,Toni Hicks,August,0.970,0.900,0.935
808,Toni Hicks,September,0.990,0.830,0.91
908,Toni Hicks,October,1.000,0.840,0.92
1008,Toni Hicks,November,0.830,0.810,0.82
1108,Toni Hicks,December,0.770,0.750,0.76
5,Trevor Hall,January,0.830,0.880,0.855
105,Trevor Hall,February,0.830,0.750,0.79
205,Trevor Hall,March,0.920,0.840,0.88
305,Trevor Hall,April,0.990,0.770,0.88
405,Trevor Hall,May,0.950,0.750,0.85
505,Trevor Hall,June,0.830,0.820,0.825
605,Trevor Hall,July,0.930,0.870,0.9
705,Trevor Hall,August,0.790,0.790,0.79
805,Trevor Hall,September,0.910,0.840,0.875
905,Trevor Hall,October,0.810,0.850,0.83
1005,Trevor Hall,November,0.850,0.750,0.8
1105,Trevor Hall,December,0.800,0.900,0.85
91,Verna Crowley,January,0.980,0.840,0.91
191,Verna Crowley,February,0.850,0.880,0.865
291,Verna Crowley,March,0.800,0.820,0.81
391,Verna Crowley,April,0.770,0.790,0.78
491,Verna Crowley,May,0.810,0.890,0.85
591,Verna Crowley,June,0.800,0.900,0.85
691,Verna Crowley,July,0.820,0.750,0.785
791,Verna Crowley,August,0.790,0.810,0.8
891,Verna Crowley,September,0.960,0.770,0.865
991,Verna Crowley,October,0.960,0.820,0.89
1091,Verna Crowley,November,0.920,0.880,0.9
1191,Verna Crowley,December,0.990,0.820,0.905
68,Victoria Costello,January,0.920,0.790,0.855
168,Victoria Costello,February,0.950,0.800,0.875
268,Victoria Costello,March,0.810,0.890,0.85
368,Victoria Costello,April,0.930,0.810,0.87
468,Victoria Costello,May,0.970,0.880,0.925
568,Victoria Costello,June,0.910,0.860,0.885
668,Victoria Costello,July,0.810,0.880,0.845
768,Victoria Costello,August,0.860,0.760,0.81
868,Victoria Costello,September,0.950,0.750,0.85
968,Victoria Costello,October,0.800,0.830,0.815
1068,Victoria Costello,November,0.820,0.830,0.825
1168,Victoria Costello,December,0.750,0.810,0.78
12,Violet Massey,January,0.840,0.830,0.835
112,Violet Massey,February,0.750,0.860,0.805
212,Violet Massey,March,0.950,0.790,0.87
312,Violet Massey,April,0.780,0.850,0.815
412,Violet Massey,May,0.840,0.830,0.835
512,Violet Massey,June,0.890,0.760,0.825
612,Violet Massey,July,0.790,0.900,0.845
712,Violet Massey,August,0.950,0.760,0.855
812,Violet Massey,September,0.770,0.760,0.765
912,Violet Massey,October,0.840,0.750,0.795
1012,Violet Massey,November,0.950,0.900,0.925
1112,Violet Massey,December,0.960,0.860,0.91
